"code","iso","country","FTD.ind.1995","FTD.ind.1996","FTD.ind.1997","FTD.ind.1998","FTD.ind.1999","FTD.ind.2000","FTD.ind.2001","FTD.ind.2002","FTD.ind.2003","FTD.ind.2004","FTD.ind.2005","FTD.ind.2006","FTD.ind.2007","FTD.ind.2008","FTD.ind.2009","FTD.ind.2010","FTD.ind.2011","FTD.ind.2012","FTD.ind.2013","FTD.ind.2014","FTD.ind.2015","FTD.ind.2016","FTD.ind.2017","FTD.ind.2018","FTD.ind.2019","FTD.ind.2020","FTD.ind.2021","FTD.ind.2022"
268,"GEO","Georgia",14.0875808115256,12.9449781777048,18.3197388366746,15.2903996785123,19.9356996859007,17.5578433452377,14.8876446372657,14.1961992475265,15.6664881126434,17.4027634768719,16.8478903071874,15.9634707419395,15.4267818375323,15.8698435343307,15.0717454162664,17.545285696645,17.8573979119368,18.1303364138443,17.4862514197105,17.5173936495915,17.4885579660749,18.1636882500636,17.8402121456908,17.8490864167682,17.8490864167682,17.8490864167682,17.8490864167682,17.8490864167682
276,"DEU","Germany",9.84259492561068,9.96854647900177,10.5634050295966,11.0826339491764,10.628570705327,10.8114134834211,10.7721088129228,11.145053536436,12.2226332905791,12.8472334130055,13.3840581721598,12.2558837432205,12.4610298438521,11.9502938769151,10.9860746353451,11.0469938467657,9.80969259406319,11.6538945210631,10.7296508856869,11.4304037869074,12.2783876113472,11.5524960459933,10.6450976472901,10.0523830719432,10.0523830719432,10.0523830719432,10.0523830719432,10.0523830719432
288,"GHA","Ghana",17.4035545231404,16.6867630282005,17.1472752949462,17.2269917272244,16.5862215754869,19.6299813421799,17.9402540962241,16.1221013976597,14.7607939038055,15.7361621772863,15.1463433413479,14.9813923970696,13.0259298918819,13.9557604219891,13.9859746574447,15.3535323255181,16.106421657818,16.1585322685109,14.9659085139012,15.5770652349934,15.3062589575003,15.3286297587728,16.4157008037751,15.795942463548,15.795942463548,15.795942463548,15.795942463548,15.795942463548
300,"GRC","Greece",6.14752429690368,5.59269244957143,5.15398182893101,5.63016934555375,5.86340368187855,5.32315475938827,5.41672862669381,5.31878354254775,5.38556720860974,5.51705901458001,5.78988344315569,5.97518941156271,5.57837296091623,5.88077453896791,6.8353185468969,6.79373706188433,6.05794264989767,6.42015811500397,5.90358100585232,6.57090447968928,6.04333687530873,5.21482501148061,5.27456434797664,5.84539332331262,5.84539332331262,5.84539332331262,5.84539332331262,5.84539332331262
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
320,"GTM","Guatemala",14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.8559041766597,14.4707421572775,14.0855801378953,9.96892926009933,10.089485568381,8.99992371257322,7.92689233169752,8.44785439746283,8.44785439746283,8.44785439746283,8.44785439746283,8.44785439746283
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",6.30250752257319,6.58327799380146,6.53351194494573,6.117982309372,6.42918869545777,6.71938583605909,8.50006809768639,7.78744134966345,8.38932182752966,8.14318658251409,8.49372481229759,8.69697046366331,8.77074528619875,8.98791356364009,9.28863760677733,9.73554077398315,9.90744656343888,10.2572486363597,10.3372977318332,10.4629117087997,11.3088710424975,11.7467531091751,12.2363209786055,8.21673860493455,8.21673860493455,8.21673860493455,8.21673860493455,8.21673860493455
624,"GNB","Guinea-Bissau",16.6275891970811,16.6275891970811,16.6275891970811,16.6275891970811,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949,16.8287169602949
328,"GUY","Guyana",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
332,"HTI","Haiti",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",7.53844570402438,7.6468976395342,13.0432255828731,17.0628198333034,13.0712372089012,16.1719850590769,23.6698836361591,43.5486565793463,40.2980382678402,37.0474199563341,33.796801644828,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154,30.1966817342154
344,"HKG","Hong Kong",4.33726905208796,4.29738855321474,4.81134433998616,4.72665085563814,5.2500001370787,6.13931072249228,5.30341633137466,5.54355575423521,5.01374010820761,6.2081474256444,5.66831221188184,5.61426971311781,6.17776053799756,6.13817477045953,7.0518954048275,6.96632204664346,6.26039919212653,7.03368409593537,6.96260319210657,2.41462381017253,2.64037457246201,2.63368126299446,2.6096143899709,1.38189408993216,1.38189408993216,1.38189408993216,1.38189408993216,1.38189408993216
348,"HUN","Hungary",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
352,"ISL","Iceland",12.4565972749393,14.1013538487975,14.7090980899702,12.6134460362294,12.5633777864862,13.5940688267625,14.1029238745749,13.5767955808298,13.0717323752104,11.5444319253796,11.0976074160614,9.78570388970707,10.3077752637147,9.82993291721397,9.2817816537964,9.29523722832866,10.0193332136,11.3235391436609,10.176532558521,9.43952868267488,11.8111912864818,10.2667933837856,10.6615773164515,8.06684105885837,8.06684105885837,8.06684105885837,8.06684105885837,8.06684105885837
356,"IND","India",4.53084122775664,4.57906265667533,4.78903048421159,4.55377114329625,4.77218747907263,5.23631256239399,5.43709446920583,5.29722489959988,5.80070733223435,5.46341960804149,5.6933726830147,5.56420491842468,5.57621717053324,4.95927601902808,4.57488434737638,4.42696737728657,4.16344562350747,4.06249339376122,3.871397581205,4.23742196733284,3.75550413569782,3.38081080883217,3.45815349135452,3.46106656569394,3.46106656569394,3.46106656569394,3.46106656569394,3.46106656569394
360,"IDN","Indonesia",4.92192039705455,5.34490042627613,5.40508948011313,5.47951256373868,5.35156801455096,5.40512870808061,5.26342624247391,5.43320945170714,5.30289913038651,5.59614095216739,5.56820769756145,5.78516764190212,5.84510387700082,5.93048210072338,6.00362049244708,5.85808311582298,5.74294980582697,5.81249019378083,5.90224679090512,5.81895920023533,5.6824974661457,5.70493050021231,5.56990608369757,5.68678232386439,5.68678232386439,5.68678232386439,5.68678232386439,5.68678232386439
364,"IRN","Iran",24.2858090151821,23.5812169775554,24.6292442236928,22.9731218902959,22.6075674033845,21.934369609748,21.7165298697924,21.3014254101151,21.16769422515,21.829900096284,22.1315968787626,22.4429736499022,21.2595380674325,20.8315127698752,20.6598294553254,20.4957601785934,21.7385772501593,22.6588051208095,23.0169893316754,23.6741477802012,24.1084249824652,24.7396309155493,25.5781330458306,26.1356124853679,26.1356124853679,26.1356124853679,26.1356124853679,26.1356124853679
368,"IRQ","Iraq",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
372,"IRL","Ireland",12.4611051357381,11.4936963795953,10.5153128750608,10.9803151426372,11.2894603785687,11.5182751246103,12.4996442535484,11.5202180870855,11.4255040312173,11.5245468244247,12.3268501042361,11.7434924039921,12.1604621550174,12.3323689510762,12.5353744639588,12.6186722823239,10.2537208877688,8.4603453297851,8.23167445366758,11.086950771001,22.4057235455929,21.7073240674584,22.4896708483903,14.8557552289951,14.8557552289951,14.8557552289951,14.8557552289951,14.8557552289951
833,"IMN","Isle of Man",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
376,"ISR","Israel",5.16050069359731,5.97639340739329,5.94966619385684,5.84321393876067,4.83753107664343,4.94395705774484,4.16606289850782,4.17595850261638,4.18508645542764,3.38231899960235,4.24077928729436,3.89421061964499,3.76265231079444,3.58163675428075,3.18307827655308,2.8287915161968,4.19350094310875,4.25000859578302,3.67694363799232,3.61789686786457,3.63873650375047,3.71981596298107,4.48643606616656,4.20424815270239,4.20424815270239,4.20424815270239,4.20424815270239,4.20424815270239
380,"ITA","Italy",3.67417577817164,3.79224392967284,3.89456865914893,3.42221037921657,3.39455540162744,3.08743637135704,2.8929905556126,3.02060137489907,2.95505862044322,3.17514153873528,3.62081380483536,3.78166740926319,3.5774847704018,3.53560160559144,4.30051946115167,4.37153255368072,4.77806634985865,5.11225352374466,4.83177881901699,5.29740727553671,5.12773117841769,4.88892401664602,4.4139496945789,4.50742163512535,4.50742163512535,4.50742163512535,4.50742163512535,4.50742163512535
388,"JAM","Jamaica",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
392,"JPN","Japan",9.40648578563959,9.5536570882573,9.71943865733635,9.17524277895153,9.1288377184021,9.3651157110891,9.37255548220315,8.96335468624005,9.51222458368275,9.66140038602897,10.1676700057627,10.0375750568422,9.78757515184681,9.79219424065103,9.71666685291171,9.37271623719695,9.25026367080157,9.28772640352476,8.95436712851895,9.25432981466307,9.68056767331427,9.79869155579036,13.8473257536994,13.7256644665541,13.7256644665541,13.7256644665541,13.7256644665541,13.7256644665541
832,"JEY","Jersey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
400,"JOR","Jordan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
398,"KAZ","Kazakhstan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
404,"KEN","Kenya",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
296,"KIR","Kiribati",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
689,"XKX","Kosovo",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
414,"KWT","Kuwait",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
417,"KGZ","Kyrgyzstan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
418,"LAO","Laos",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
428,"LVA","Latvia",40.0244809500847,48.3056341507869,35.2050262004704,39.2323016390092,53.1413915086993,37.6084546063794,36.2610081720742,33.9397469826283,33.2627964288526,31.8740956712356,30.2049730307465,27.8757832020605,37.1111183684577,45.5664990529798,44.2551090333767,34.0610970153347,29.1405964173423,26.8000156266066,40.5850328889521,49.9233217351582,37.202902320241,31.7186415859742,37.6202673026675,37.6202673026675,37.6202673026675,37.6202673026675,37.6202673026675,37.6202673026675
422,"LBN","Lebanon",14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575,14.567512542575
426,"LSO","Lesotho",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
430,"LBR","Liberia",9.55716266022364,13.3101053590359,12.2066882495452,6.73531361021958,3.80753966581062,6.16002129400069,6.92647689740549,6.20059331963627,6.28243811637466,3.86811641207825,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119,17.0365396859119
434,"LBY","Libya",11.9553765909947,11.8470207350188,10.5405886791675,10.4354662462029,10.7259600254426,11.2961144388397,10.9669376565803,13.2303346658857,8.52399819473548,8.55327176182908,8.39082406596873,8.40920917429787,7.91026074120077,9.77443093117645,10.3535315747703,10.0962670460279,10.1366733739534,10.6879889041816,12.7801511672429,10.5734129493326,9.80292050315234,11.082021712213,11.9716139488482,9.21696393357229,9.21696393357229,9.21696393357229,9.21696393357229,9.21696393357229
438,"LIE","Liechtenstein",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
440,"LTU","Lithuania",12.7566267160748,15.0772463733581,14.7319583484728,16.5101376226224,18.7783885812517,19.9811052314966,20.160673935636,15.4453721573127,17.3736298474745,20.7938400415936,25.6678462323585,28.4342359674035,28.0788476786289,33.7850822009586,50.3818166971717,25.603330646017,25.096995564125,23.6811883965572,32.9983230993174,26.92928830003,35.9323451488711,26.3721436031394,29.3045540859225,6.24444840487649,6.24444840487649,6.24444840487649,6.24444840487649,6.24444840487649
442,"LUX","Luxembourg",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
446,"MAC","Macao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
450,"MDG","Madagascar",29.6712474569709,29.6712474569709,29.6712474569709,29.6712474569709,29.6712474569709,29.6712474569709,35.033614799276,32.8963750337144,34.2524712276965,33.9356017499638,35.8349095484927,36.6461859946391,38.0145346963747,29.5870664036171,30.3181489141698,31.0529171521792,29.9386934215278,30.5463168564226,30.9471404185827,30.8591131938412,31.0948860468174,31.6067439143693,27.2607649667732,30.1228251321656,30.1228251321656,30.1228251321656,30.1228251321656,30.1228251321656
454,"MWI","Malawi",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
458,"MYS","Malaysia",6.37909704524417,6.52101768984502,6.86110424151092,6.36277312254586,6.61708153795092,6.46353338307026,6.52602163444845,6.27123417065415,6.39567257815568,6.48000295024482,6.99094480720034,7.23171472679078,7.25867570734428,7.46912891803002,7.44825527953054,7.46024131558578,7.4515357578843,7.51967890559223,7.53070812842775,7.47300303008834,7.49242514563566,7.47364824157435,7.43754660418276,7.58948054180061,7.58948054180061,7.58948054180061,7.58948054180061,7.58948054180061
462,"MDV","Maldives",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
466,"MLI","Mali",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
470,"MLT","Malta",0.207224097378855,0.273693677182024,0.155270510920175,0.101563321364253,0.0784288553433612,0,0,0.0139728504765486,0.11704631038431,0.183804946541755,0.340463016181943,0.325084958413427,0.253034027304935,0.181338559135241,0.131421499896874,0.108134605532911,0.140333213174628,0.151620887786393,0.21573214001792,0.192849871928274,0.21453149359175,0.190856771993083,0.157334208314595,0.450169933898891,0.450169933898891,0.450169933898891,0.450169933898891,0.450169933898891
584,"MHL","Marshall Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
478,"MRT","Mauritania",2.08907004058892,2.18167426600083,1.67873949850355,2.58163621418774,2.84738279816709,3.21977968453899,3.54410567671385,3.81869181019776,3.68365388443004,3.62172090438347,3.89619808792962,3.32857165005973,2.95308530013244,3.28650242919466,4.43761827592348,5.49301546624963,26.6055188727574,23.1807270834568,24.0281486806686,24.7408644163305,23.658764235157,16.224315181609,14.9310010175218,16.5669121062482,16.5669121062482,16.5669121062482,16.5669121062482,16.5669121062482
480,"MUS","Mauritius",33.1411432173971,33.1411432173971,33.1411432173971,33.1411432173971,33.1411432173971,33.1411432173971,10.0591770226176,11.0124576315114,12.4971777945754,12.644705676028,9.48876629338808,12.405691647552,16.2181509677086,16.2056525277663,16.4938517470532,18.0981138955634,20.0403489354723,18.7119494740564,19.1710115864007,21.6884541046727,22.8819527738619,24.0820189037522,23.8105002270951,27.0861351465498,27.0861351465498,27.0861351465498,27.0861351465498,27.0861351465498
484,"MEX","Mexico",16.5320809999087,17.0379663809036,13.822172679263,12.9903301698019,13.0724450490275,14.9414737187594,15.6264871541225,16.1618982496672,14.1511937518193,14.6235205163206,14.1550961603791,13.8487700547439,13.9192549493201,14.8438147084986,14.7635476598603,14.9963275721488,14.9022006419628,16.8446697519856,12.977271154731,12.6377013235961,12.5441799207272,12.2415945441459,12.3254698421037,11.3314063064441,11.3314063064441,11.3314063064441,11.3314063064441,11.3314063064441
583,"FSM","Micronesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
498,"MDA","Moldova",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
492,"MCO","Monaco",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
496,"MNG","Mongolia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
499,"MNE","Montenegro",6.31463834306145,6.38462667667154,7.06010961821534,6.65806435554137,6.61269269472261,6.84354589229434,6.79947308148429,6.7486236443978,6.30107707536013,7.08346005601987,7.5798844199674,5.88822770927248,6.45942119428209,6.30495923026955,6.81691505158302,6.61105038487267,6.91505554633582,6.68719103293067,7.29971591893553,5.5318356091891,4.72006763664943,4.88061567557226,8.27505639905493,7.48073955179258,7.48073955179258,7.48073955179258,7.48073955179258,7.48073955179258
504,"MAR","Morocco",3.12979171850517,3.16262655867169,3.53366505371868,3.48794288385716,3.26188680810272,2.9837382283557,2.95103790322895,2.87258784138736,3.12727296547581,3.48818859038397,3.5462939200691,3.28325766450216,3.61011503078868,2.96574266265249,2.48174246165873,2.39861932899785,3.66074449941679,3.31216681207964,3.23981869861528,2.81919967567524,2.13425745888556,1.90780151967719,1.92220003202334,1.8642255003514,1.8642255003514,1.8642255003514,1.8642255003514,1.8642255003514
508,"MOZ","Mozambique",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
104,"MMR","Myanmar",7.33857926000839,7.06543648562433,6.83060735060168,6.39306261496982,6.15345617395664,5.75607128339823,5.53059339108168,5.28070723246404,5.10429307291926,4.83374760689325,4.89678358051374,4.5992025356891,4.63596319483473,4.35589952405998,4.41476775081742,4.38140746443669,4.36656225157797,4.38635487122556,4.42401750973031,4.39460551227883,4.41420202924093,4.37474907621043,4.34025389165474,4.33359216912696,4.33359216912696,4.33359216912696,4.33359216912696,4.33359216912696
516,"NAM","Namibia",7.28953137808877,6.60229270453345,6.92813285412647,6.77241357546177,6.35044127628215,6.29186699925748,5.94425186096841,7.17194804010846,6.29860077310767,6.28183418629283,6.833669863324,7.15954595246744,6.74055740082363,5.72522454480782,5.81216416696411,6.05922924577553,5.73978845554774,6.58672905509302,6.66722297057288,7.19577994027208,7.13356788989213,6.78398185583538,6.61253548209845,6.50231099771131,6.50231099771131,6.50231099771131,6.50231099771131,6.50231099771131
520,"NRU","Nauru",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
524,"NPL","Nepal",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
528,"NLD","Netherlands",6.13099810289826,7.6913883722215,7.47374030186316,6.23770134243402,6.07869239865933,7.20299211350876,8.27393587202627,8.28047959199364,8.76642881059752,9.20499195068268,10.0035735210971,8.96404594469168,8.88599811181108,8.91321418154875,7.90804532707864,7.59561623928337,7.56067972195257,7.08405432422718,6.67855278935228,7.52060642223614,6.80980548249541,6.47685841043888,8.88437026773437,8.88437026773437,8.88437026773437,8.88437026773437,8.88437026773437,8.88437026773437
540,"NCL","New Caledonia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
554,"NZL","New Zealand",3.43628603324071,3.66136002052288,3.50274381876136,3.76002297774487,3.8770793917457,3.89016607129919,4.12314128597873,4.81292987447921,4.965853152945,4.94015809579741,5.08696272822365,5.31768851495333,5.55014987716399,5.84757030031551,5.87137877794203,5.76210518100577,5.7001081112497,5.66483200884136,5.65578757941299,5.1086867630877,4.70437500990691,4.58413585337088,4.723600319713,4.78916208523167,4.78916208523167,4.78916208523167,4.78916208523167,4.78916208523167
558,"NIC","Nicaragua",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
562,"NER","Niger",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
566,"NGA","Nigeria",8.00921447908195,8.21914106875334,7.77662142744617,7.54634574666392,7.80393992529163,14.5706780556993,14.6505609981935,14.5754841647692,13.5696292076316,14.601727499027,15.2295263147066,14.5463781816736,15.5532123827293,15.6960753631388,15.6203645632556,15.5462990243838,15.3271352917675,13.8864221878586,12.7642835400763,13.717701652103,17.9320207837426,13.7575763493655,13.4710241297538,15.1758467474844,15.1758467474844,15.1758467474844,15.1758467474844,15.1758467474844
570,"NIU","Niue",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
408,"PRK","North Korea",7.72072722700013,9.30294418030323,9.15939313294608,7.72436705862042,9.02565030656889,8.93803148028029,9.00888503855364,9.04719223007861,9.04294853685097,9.19411857200346,9.07752303947085,9.09152379299603,9.04198576596384,9.0215122421215,8.92752791385921,8.92857463930778,7.15452180130708,7.19797675706076,7.22372249845749,7.31345186935003,7.41489789305518,7.37079779409709,7.39231695780589,6.9387321065816,6.9387321065816,6.9387321065816,6.9387321065816,6.9387321065816
807,"MKD","North Macedonia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
578,"NOR","Norway",8.69496025711825,9.76814415437687,9.23139523426968,9.90915303421957,11.4711598327751,13.3886675176445,12.327254523901,11.9997710734639,15.1292583788596,14.1764783376742,13.8757486421049,13.6204221985672,13.0847741293337,12.9480013376559,12.7334127267894,11.6795312673494,9.10876523945181,8.96722159106226,7.76529666555255,6.52504193201243,5.58425467226911,6.61136090387481,6.1575088717008,6.47973503224934,6.47973503224934,6.47973503224934,6.47973503224934,6.47973503224934
